,result,decision,ageDiff,weightDiff,heightDiff,reachDiff,total_bouts_A,total_bouts_B,KoPercent_A,KoPercent_B,WinPercent_A,WinPercent_B,LossPercent_A,LossPercent_B,DrawPercent_A,DrawPercent_B
10007,win_A,KO,1.0,0.0,-1.0,-7.0,6,12,100.0,25.0,100.0,91.66666666666666,0.0,8.333333333333332,0.0,8.333333333333332
10016,win_A,TKO,-11.0,-3.0,5.0,3.0,19,22,57.89473684210527,45.45454545454545,100.0,77.27272727272727,0.0,22.727272727272727,0.0,4.545454545454546
10020,win_A,UD,-2.0,0.0,3.0,-5.0,15,13,66.66666666666666,30.76923076923077,100.0,100.0,0.0,0.0,0.0,0.0
10074,win_A,MD,-1.0,0.0,3.0,3.0,24,14,70.83333333333334,21.428571428571427,100.0,71.42857142857143,0.0,28.57142857142857,4.166666666666666,0.0
10100,win_A,TKO,-13.0,0.0,-20.0,-23.0,36,28,50.0,28.57142857142857,94.44444444444444,67.85714285714286,5.555555555555555,32.142857142857146,0.0,0.0
10103,win_A,TKO,-1.0,1.0,-1.0,-4.0,31,51,51.61290322580645,41.17647058823529,96.7741935483871,50.98039215686274,3.225806451612903,49.01960784313725,0.0,1.9607843137254901
10108,win_A,UD,2.0,0.0,-5.0,-1.0,26,27,53.84615384615385,59.25925925925925,100.0,92.5925925925926,0.0,7.4074074074074066,0.0,0.0
10113,win_A,KO,-10.0,-3.0,-3.0,-1.0,21,27,52.38095238095239,29.629629629629626,100.0,33.33333333333333,0.0,66.66666666666666,0.0,3.7037037037037033
10159,win_A,UD,0.0,0.0,13.0,23.0,17,21,64.70588235294117,76.19047619047619,100.0,95.23809523809523,0.0,4.761904761904762,0.0,0.0
10179,win_B,TKO,-3.0,0.0,-3.0,-13.0,41,14,63.41463414634146,50.0,90.2439024390244,100.0,9.75609756097561,0.0,0.0,0.0
10180,win_A,UD,1.0,0.0,6.0,2.0,13,19,53.84615384615385,47.368421052631575,100.0,78.94736842105263,0.0,21.052631578947366,0.0,5.263157894736842
10181,win_A,UD,4.0,-1.0,-2.0,0.0,12,11,58.333333333333336,27.27272727272727,100.0,81.81818181818183,0.0,18.181818181818183,0.0,0.0
10182,win_A,TKO,-2.0,0.0,0.0,-8.0,11,26,54.54545454545454,30.76923076923077,100.0,53.84615384615385,0.0,46.15384615384615,0.0,7.6923076923076925
10183,win_A,TKO,-14.0,-2.0,-2.0,8.0,10,49,50.0,65.3061224489796,100.0,79.59183673469387,0.0,20.408163265306122,0.0,4.081632653061225
10184,win_A,UD,3.0,0.0,-2.0,0.0,9,14,55.55555555555556,35.714285714285715,100.0,35.714285714285715,0.0,64.28571428571429,0.0,0.0
10187,win_A,TKO,-1.0,-1.0,-12.0,-28.0,6,11,50.0,9.090909090909092,100.0,36.36363636363637,0.0,63.63636363636363,0.0,0.0
10290,win_A,UD,-4.0,0.0,-3.0,-9.0,20,21,70.0,42.857142857142854,100.0,90.47619047619048,0.0,9.523809523809524,0.0,0.0
10351,win_B,TKO,0.0,-1.0,-10.0,-13.0,15,19,46.666666666666664,26.31578947368421,100.0,68.42105263157895,0.0,31.57894736842105,0.0,5.263157894736842
10358,win_A,TKO,-7.0,0.0,-3.0,0.0,8,26,25.0,42.30769230769231,100.0,73.07692307692307,0.0,26.923076923076923,0.0,11.538461538461538
10365,win_A,UD,-9.0,-2.0,-5.0,5.0,1,6,0.0,0.0,100.0,16.666666666666664,0.0,83.33333333333334,0.0,33.33333333333333
10369,win_B,UD,-1.0,0.0,0.0,-5.0,28,32,50.0,59.375,92.85714285714286,90.625,7.142857142857142,9.375,0.0,0.0
10378,win_A,KO,-7.0,-1.0,4.0,0.0,17,22,58.82352941176471,22.727272727272727,100.0,86.36363636363636,0.0,13.636363636363635,0.0,0.0
10379,win_A,TKO,-11.0,0.0,-1.0,-3.0,16,21,56.25,42.857142857142854,100.0,76.19047619047619,0.0,23.809523809523807,0.0,4.761904761904762
10385,win_A,KO,-3.0,-2.0,-6.0,-13.0,10,10,50.0,60.0,100.0,80.0,0.0,20.0,0.0,0.0
10387,win_A,TKO,-3.0,0.0,4.0,2.0,8,11,37.5,54.54545454545454,100.0,72.72727272727273,0.0,27.27272727272727,0.0,0.0
10419,win_A,TKO,-1.0,-1.0,-3.0,1.0,37,27,48.64864864864865,62.96296296296296,89.1891891891892,85.18518518518519,10.81081081081081,14.814814814814813,0.0,0.0
10420,win_A,UD,5.0,-3.0,5.0,1.0,36,20,50.0,30.0,88.88888888888889,60.0,11.11111111111111,40.0,0.0,0.0
10421,win_B,SD,4.0,0.0,3.0,9.0,35,27,51.42857142857142,51.85185185185185,91.42857142857143,85.18518518518519,8.571428571428571,14.814814814814813,0.0,3.7037037037037033
10423,win_A,TKO,-2.0,0.0,-2.0,-14.0,25,32,52.0,53.125,100.0,96.875,0.0,3.125,0.0,0.0
10428,win_A,UD,-14.0,0.0,-3.0,3.0,27,32,62.96296296296296,59.375,100.0,84.375,0.0,15.625,0.0,0.0
10429,win_A,UD,-13.0,0.0,-3.0,3.0,26,31,65.38461538461539,61.29032258064516,100.0,87.09677419354838,0.0,12.903225806451612,0.0,0.0
10433,win_B,UD,6.0,1.0,2.0,-3.0,31,22,67.74193548387096,68.18181818181817,100.0,100.0,0.0,0.0,0.0,0.0
10434,win_A,UD,-10.0,1.0,0.0,-2.0,21,26,71.42857142857143,26.923076923076923,100.0,88.46153846153845,0.0,11.538461538461538,0.0,3.8461538461538463
10440,win_A,TKO,-12.0,0.0,10.0,11.0,15,53,66.66666666666666,58.490566037735846,100.0,92.45283018867924,0.0,7.547169811320755,0.0,1.8867924528301887
10444,win_A,TKO,-14.0,-1.0,7.0,3.0,11,27,63.63636363636363,3.7037037037037033,100.0,44.44444444444444,0.0,55.55555555555556,0.0,7.4074074074074066
10464,win_A,TKO,-2.0,0.0,-9.0,-1.0,22,25,54.54545454545454,76.0,100.0,84.0,0.0,16.0,0.0,0.0
10465,win_A,UD,2.0,2.0,2.0,4.0,21,18,57.14285714285714,77.77777777777779,100.0,100.0,0.0,0.0,0.0,5.555555555555555
10581,win_A,UD,-4.0,3.0,-2.0,-1.0,48,22,68.75,59.09090909090909,95.83333333333334,95.45454545454545,4.166666666666666,4.545454545454546,2.083333333333333,0.0
10591,win_A,KO,2.0,0.0,-7.0,3.0,39,19,69.23076923076923,42.10526315789473,94.87179487179486,84.21052631578947,5.128205128205128,15.789473684210526,0.0,5.263157894736842
10701,win_A,TKO,2.0,0.0,5.0,-8.0,24,19,79.16666666666666,42.10526315789473,95.83333333333334,94.73684210526315,4.166666666666666,5.263157894736842,0.0,0.0
10715,win_B,TKO,-6.0,-1.0,-3.0,0.0,13,10,76.92307692307693,90.0,84.61538461538461,100.0,15.384615384615385,0.0,7.6923076923076925,0.0
10729,win_A,SD,1.0,0.0,-1.0,3.0,31,34,64.51612903225806,38.23529411764706,93.54838709677419,88.23529411764706,6.451612903225806,11.76470588235294,3.225806451612903,5.88235294117647
10745,win_A,MD,3.0,0.0,-6.0,-3.0,40,16,70.0,75.0,97.5,100.0,2.5,0.0,0.0,0.0
10849,win_B,UD,9.0,1.0,-9.0,-4.0,43,30,51.162790697674424,43.333333333333336,90.69767441860465,70.0,9.30232558139535,30.0,0.0,0.0
10853,win_A,UD,-9.0,1.0,-1.0,-21.0,22,19,45.45454545454545,47.368421052631575,77.27272727272727,68.42105263157895,22.727272727272727,31.57894736842105,0.0,10.526315789473683
10854,win_A,TKO,0.0,1.0,7.0,2.0,21,23,42.857142857142854,52.17391304347826,76.19047619047619,86.95652173913044,23.809523809523807,13.043478260869565,0.0,0.0
10855,win_B,TKO,4.0,0.0,-7.0,-2.0,19,20,31.57894736842105,40.0,63.1578947368421,75.0,36.84210526315789,25.0,0.0,0.0
10857,win_A,MD,5.0,1.0,-9.0,-7.0,23,18,56.52173913043478,44.44444444444444,91.30434782608695,77.77777777777779,8.695652173913043,22.22222222222222,4.3478260869565215,0.0
10860,win_A,TKO,3.0,-1.0,-5.0,-7.0,16,15,75.0,46.666666666666664,93.75,80.0,6.25,20.0,0.0,0.0
10949,win_A,UD,5.0,-3.0,0.0,5.0,9,15,33.33333333333333,46.666666666666664,100.0,80.0,0.0,20.0,0.0,6.666666666666667
11072,win_A,TKO,-5.0,-3.0,2.0,3.0,18,25,88.88888888888889,48.0,100.0,76.0,0.0,24.0,0.0,4.0
11155,win_A,TKO,-19.0,0.0,-2.0,-2.0,32,40,37.5,30.0,75.0,65.0,25.0,35.0,12.5,2.5
11167,win_A,UD,-1.0,0.0,4.0,8.0,21,16,38.095238095238095,62.5,61.904761904761905,93.75,38.095238095238095,6.25,9.523809523809524,0.0
11181,draw,SD,4.0,-1.0,-3.0,0.0,8,9,37.5,0.0,87.5,22.22222222222222,12.5,77.77777777777779,0.0,0.0
11183,win_A,UD,4.0,2.0,-3.0,-9.0,12,7,25.0,0.0,41.66666666666667,14.285714285714285,58.333333333333336,85.71428571428571,0.0,0.0
11209,win_A,KO,-3.0,11.0,-2.0,11.0,36,21,69.44444444444444,66.66666666666666,91.66666666666666,80.95238095238095,8.333333333333332,19.047619047619047,2.7777777777777777,0.0
11213,win_A,UD,-9.0,-13.0,-9.0,-3.0,30,43,76.66666666666667,60.46511627906976,96.66666666666667,90.69767441860465,3.3333333333333335,9.30232558139535,3.3333333333333335,0.0
11377,win_A,SD,1.0,-2.0,0.0,3.0,36,23,61.111111111111114,56.52173913043478,91.66666666666666,86.95652173913044,8.333333333333332,13.043478260869565,0.0,0.0
11380,win_A,UD,6.0,0.0,5.0,0.0,33,24,63.63636363636363,50.0,90.9090909090909,87.5,9.090909090909092,12.5,0.0,4.166666666666666
11396,win_A,SD,2.0,1.0,1.0,0.0,20,16,50.0,68.75,85.0,93.75,15.0,6.25,0.0,0.0
11421,win_A,TKO,0.0,1.0,3.0,8.0,21,13,66.66666666666666,92.3076923076923,100.0,100.0,0.0,0.0,0.0,7.6923076923076925
11422,win_A,UD,-1.0,0.0,0.0,15.0,20,23,70.0,82.6086956521739,100.0,95.65217391304348,0.0,4.3478260869565215,0.0,4.3478260869565215
11423,win_A,UD,0.0,0.0,5.0,15.0,19,14,73.68421052631578,57.14285714285714,100.0,100.0,0.0,0.0,0.0,0.0
11431,win_A,UD,-5.0,5.0,12.0,9.0,11,28,72.72727272727273,21.428571428571427,100.0,57.14285714285714,0.0,42.857142857142854,0.0,7.142857142857142
11433,win_A,TKO,-13.0,-1.0,8.0,5.0,9,28,66.66666666666666,17.857142857142858,100.0,53.57142857142857,0.0,46.42857142857143,0.0,3.571428571428571
11469,win_A,TKO,-11.0,-2.0,7.0,10.0,22,36,68.18181818181817,55.55555555555556,90.9090909090909,80.55555555555556,9.090909090909092,19.444444444444446,0.0,2.7777777777777777
11470,win_A,UD,-4.0,-1.0,5.0,5.0,21,23,71.42857142857143,65.21739130434783,90.47619047619048,100.0,9.523809523809524,0.0,0.0,8.695652173913043
11472,win_A,UD,-9.0,0.0,1.0,4.0,19,11,78.94736842105263,45.45454545454545,94.73684210526315,100.0,5.263157894736842,0.0,0.0,0.0
11475,win_B,SD,-4.0,-2.0,0.0,5.0,16,18,81.25,27.77777777777778,100.0,100.0,0.0,0.0,0.0,11.11111111111111
11477,win_A,KO,-9.0,-1.0,3.0,5.0,14,18,78.57142857142857,44.44444444444444,100.0,94.44444444444444,0.0,5.555555555555555,0.0,16.666666666666664
11480,win_A,KO,-7.0,0.0,-12.0,-5.0,11,20,81.81818181818183,55.00000000000001,100.0,65.0,0.0,35.0,0.0,20.0
11481,win_A,TKO,-7.0,0.0,7.0,-5.0,10,13,80.0,69.23076923076923,100.0,84.61538461538461,0.0,15.384615384615385,0.0,7.6923076923076925
11489,win_A,UD,-8.0,0.0,5.0,8.0,2,9,100.0,33.33333333333333,100.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0
11576,win_A,UD,-2.0,0.0,-2.0,-7.0,16,11,62.5,45.45454545454545,100.0,100.0,0.0,0.0,0.0,0.0
11580,win_A,TKO,-5.0,0.0,0.0,-18.0,12,9,75.0,66.66666666666666,100.0,100.0,0.0,0.0,0.0,11.11111111111111
11599,win_A,KO,-1.0,0.0,-3.0,-15.0,15,19,40.0,47.368421052631575,100.0,84.21052631578947,0.0,15.789473684210526,0.0,10.526315789473683
11608,win_A,UD,-2.0,-2.0,5.0,-10.0,6,3,33.33333333333333,0.0,100.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0
11610,win_A,UD,-8.0,-1.0,7.0,0.0,4,2,50.0,0.0,100.0,50.0,0.0,50.0,0.0,0.0
11613,win_A,TKO,0.0,2.0,5.0,-2.0,1,2,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
11633,win_A,KO,1.0,0.0,1.0,-10.0,26,36,65.38461538461539,50.0,96.15384615384616,83.33333333333334,3.8461538461538463,16.666666666666664,0.0,5.555555555555555
11639,win_A,KO,-5.0,0.0,-9.0,-2.0,20,16,60.0,81.25,100.0,100.0,0.0,0.0,0.0,0.0
11641,win_A,UD,-12.0,0.0,-6.0,-5.0,17,29,64.70588235294117,41.37931034482759,100.0,65.51724137931035,0.0,34.48275862068966,0.0,3.4482758620689653
11648,win_A,UD,-10.0,1.0,-1.0,-12.0,10,15,60.0,60.0,100.0,66.66666666666666,0.0,33.33333333333333,0.0,6.666666666666667
11651,win_A,TKO,-1.0,1.0,-9.0,-5.0,7,5,57.14285714285714,20.0,100.0,100.0,0.0,0.0,0.0,0.0
11664,win_A,KO,-6.0,2.0,5.0,-5.0,28,29,82.14285714285714,55.172413793103445,100.0,100.0,0.0,0.0,0.0,3.4482758620689653
11730,win_A,UD,-1.0,-2.0,-4.0,3.0,14,22,57.14285714285714,63.63636363636363,100.0,81.81818181818183,0.0,18.181818181818183,0.0,9.090909090909092
11745,win_A,SD,8.0,0.0,-3.0,-7.0,39,25,23.076923076923077,48.0,76.92307692307693,84.0,23.076923076923077,16.0,0.0,4.0
11766,win_A,UD,-3.0,0.0,-1.0,8.0,13,13,38.46153846153847,15.384615384615385,84.61538461538461,76.92307692307693,15.384615384615385,23.076923076923077,0.0,0.0
12278,win_A,TKO,0.0,3.0,-7.0,5.0,25,21,60.0,57.14285714285714,88.0,66.66666666666666,12.0,33.33333333333333,0.0,9.523809523809524
12280,win_A,KO,-4.0,0.0,0.0,7.0,23,33,60.86956521739131,60.60606060606061,91.30434782608695,87.87878787878788,8.695652173913043,12.121212121212121,0.0,0.0
12282,win_A,KO,-5.0,1.0,6.0,7.0,21,41,57.14285714285714,36.58536585365854,90.47619047619048,60.97560975609756,9.523809523809524,39.02439024390244,0.0,7.317073170731707
12292,win_A,TKO,-12.0,-1.0,-2.0,-3.0,11,58,54.54545454545454,51.724137931034484,100.0,87.93103448275862,0.0,12.068965517241379,0.0,0.0
12295,win_A,UD,-9.0,1.0,-7.0,0.0,8,6,62.5,33.33333333333333,100.0,83.33333333333334,0.0,16.666666666666664,0.0,16.666666666666664
12296,win_A,TKO,-10.0,0.0,0.0,-3.0,7,23,57.14285714285714,4.3478260869565215,100.0,34.78260869565217,0.0,65.21739130434783,0.0,0.0
12314,win_A,TKO,-8.0,1.0,-5.0,-10.0,21,16,23.809523809523807,56.25,80.95238095238095,75.0,19.047619047619047,25.0,9.523809523809524,0.0
12316,win_A,UD,1.0,0.0,-3.0,-10.0,19,23,26.31578947368421,56.52173913043478,78.94736842105263,91.30434782608695,21.052631578947366,8.695652173913043,5.263157894736842,0.0
12319,win_A,TKO,-10.0,1.0,-5.0,-5.0,16,92,25.0,42.391304347826086,75.0,52.17391304347826,25.0,47.82608695652174,6.25,2.1739130434782608
12324,win_A,MD,3.0,0.0,0.0,-1.0,15,11,66.66666666666666,36.36363636363637,100.0,72.72727272727273,0.0,27.27272727272727,0.0,9.090909090909092
12331,win_A,SD,-3.0,0.0,3.0,5.0,2,3,50.0,33.33333333333333,100.0,100.0,0.0,0.0,100.0,0.0
12343,win_A,UD,3.0,1.0,3.0,26.0,11,11,36.36363636363637,45.45454545454545,72.72727272727273,90.9090909090909,27.27272727272727,9.090909090909092,18.181818181818183,18.181818181818183
12344,draw,SD,-3.0,1.0,-3.0,-26.0,11,11,45.45454545454545,36.36363636363637,90.9090909090909,72.72727272727273,9.090909090909092,27.27272727272727,9.090909090909092,9.090909090909092
12429,win_A,SD,-2.0,1.0,2.0,3.0,14,14,64.28571428571429,71.42857142857143,100.0,78.57142857142857,0.0,21.428571428571427,0.0,7.142857142857142
12450,win_A,UD,-7.0,5.0,-3.0,-13.0,16,31,37.5,48.38709677419355,100.0,83.87096774193549,0.0,16.129032258064516,0.0,0.0
12506,win_A,TKO,-2.0,-2.0,5.0,10.0,12,17,50.0,47.05882352941176,100.0,82.35294117647058,0.0,17.647058823529413,0.0,0.0
12507,win_A,UD,5.0,3.0,9.0,10.0,11,9,54.54545454545454,0.0,100.0,55.55555555555556,0.0,44.44444444444444,0.0,11.11111111111111
12510,win_A,KO,-1.0,0.0,15.0,10.0,8,28,50.0,25.0,100.0,57.14285714285714,0.0,42.857142857142854,0.0,7.142857142857142
12527,win_A,UD,-8.0,-1.0,13.0,15.0,19,17,68.42105263157895,64.70588235294117,100.0,94.11764705882352,0.0,5.88235294117647,5.263157894736842,0.0
12529,win_A,TKO,-6.0,1.0,15.0,21.0,17,15,70.58823529411765,46.666666666666664,100.0,93.33333333333333,0.0,6.666666666666667,5.88235294117647,0.0
12578,win_A,KO,-2.0,1.0,0.0,-8.0,14,17,71.42857142857143,23.52941176470588,100.0,29.411764705882355,0.0,70.58823529411765,0.0,5.88235294117647
12601,win_A,TKO,0.0,-2.0,0.0,2.0,18,31,55.55555555555556,25.806451612903224,100.0,45.16129032258064,0.0,54.83870967741935,0.0,0.0
12603,win_A,TKO,-5.0,0.0,0.0,5.0,16,37,56.25,24.324324324324326,100.0,70.27027027027027,0.0,29.72972972972973,0.0,2.7027027027027026
12630,win_A,MD,-3.0,-1.0,2.0,10.0,21,16,52.38095238095239,56.25,95.23809523809523,100.0,4.761904761904762,0.0,0.0,0.0
12635,win_A,UD,-14.0,1.0,0.0,-5.0,15,37,60.0,56.75675675675676,100.0,81.08108108108108,0.0,18.91891891891892,0.0,5.405405405405405
12646,win_A,UD,1.0,1.0,4.0,2.0,4,6,75.0,66.66666666666666,100.0,100.0,0.0,0.0,0.0,0.0
12653,win_A,UD,-4.0,-2.0,5.0,0.0,10,26,90.0,50.0,100.0,88.46153846153845,0.0,11.538461538461538,0.0,0.0
12807,win_A,UD,-13.0,0.0,13.0,5.0,15,43,53.333333333333336,48.837209302325576,100.0,90.69767441860465,0.0,9.30232558139535,0.0,2.3255813953488373
12810,win_A,UD,-5.0,0.0,9.0,15.0,12,17,58.333333333333336,64.70588235294117,100.0,88.23529411764706,0.0,11.76470588235294,0.0,11.76470588235294
12819,win_A,UD,-4.0,0.0,14.0,8.0,3,3,33.33333333333333,0.0,100.0,33.33333333333333,0.0,66.66666666666666,0.0,33.33333333333333
12861,win_A,UD,0.0,-2.0,2.0,-6.0,26,29,65.38461538461539,44.827586206896555,88.46153846153845,68.96551724137932,11.538461538461538,31.03448275862069,0.0,0.0
12862,win_A,KO,-5.0,0.0,-10.0,-5.0,25,31,64.0,38.70967741935484,88.0,83.87096774193549,12.0,16.129032258064516,0.0,3.225806451612903
12863,win_A,TKO,-10.0,2.0,-10.0,-8.0,24,16,62.5,37.5,87.5,68.75,12.5,31.25,0.0,6.25
12870,win_A,TKO,-12.0,0.0,-5.0,-1.0,16,62,68.75,41.935483870967744,93.75,75.80645161290323,6.25,24.193548387096776,0.0,3.225806451612903
12921,win_A,TKO,-4.0,-2.0,3.0,-5.0,25,37,56.00000000000001,43.24324324324324,92.0,70.27027027027027,8.0,29.72972972972973,4.0,0.0
12932,win_A,UD,2.0,-1.0,-5.0,7.0,15,14,66.66666666666666,71.42857142857143,93.33333333333333,100.0,6.666666666666667,0.0,0.0,7.142857142857142
12940,win_A,TKO,-10.0,2.0,8.0,-13.0,6,36,83.33333333333334,5.555555555555555,100.0,27.77777777777778,0.0,72.22222222222221,16.666666666666664,0.0
12966,win_A,UD,1.0,0.0,-9.0,-10.0,35,24,60.0,54.166666666666664,97.14285714285714,95.83333333333334,2.857142857142857,4.166666666666666,2.857142857142857,4.166666666666666
12969,win_A,UD,-3.0,0.0,13.0,10.0,21,34,57.14285714285714,47.05882352941176,95.23809523809523,94.11764705882352,4.761904761904762,5.88235294117647,4.761904761904762,0.0
12970,win_A,TKO,-1.0,-2.0,8.0,5.0,20,29,55.00000000000001,65.51724137931035,95.0,89.65517241379311,5.0,10.344827586206897,5.0,6.896551724137931
12977,win_A,TKO,-4.0,-1.0,16.0,18.0,13,24,61.53846153846154,37.5,100.0,62.5,0.0,37.5,7.6923076923076925,12.5
12980,win_A,KO,-14.0,2.0,21.0,10.0,10,36,60.0,11.11111111111111,100.0,25.0,0.0,75.0,10.0,5.555555555555555
13091,win_A,UD,-4.0,0.0,-2.0,14.0,14,8,64.28571428571429,50.0,100.0,75.0,0.0,25.0,0.0,37.5
13092,win_B,UD,2.0,1.0,-3.0,-19.0,11,13,36.36363636363637,69.23076923076923,81.81818181818183,100.0,18.181818181818183,0.0,0.0,0.0
13096,win_A,TKO,-12.0,-1.0,-2.0,11.0,9,31,66.66666666666666,38.70967741935484,100.0,61.29032258064516,0.0,38.70967741935484,0.0,3.225806451612903
13107,win_A,TKO,-1.0,-1.0,6.0,8.0,24,26,75.0,15.384615384615385,91.66666666666666,69.23076923076923,8.333333333333332,30.76923076923077,0.0,11.538461538461538
13108,win_B,SD,0.0,1.0,0.0,0.0,14,23,7.142857142857142,78.26086956521739,100.0,91.30434782608695,0.0,8.695652173913043,0.0,0.0
13109,win_A,KO,-1.0,0.0,12.0,8.0,22,27,77.27272727272727,44.44444444444444,90.9090909090909,77.77777777777779,9.090909090909092,22.22222222222222,0.0,3.7037037037037033
13111,win_A,UD,-1.0,0.0,12.0,8.0,20,25,85.0,48.0,95.0,80.0,5.0,20.0,0.0,4.0
13136,win_A,TKO,1.0,0.0,-2.0,-1.0,30,42,70.0,54.761904761904766,93.33333333333333,92.85714285714286,6.666666666666667,7.142857142857142,6.666666666666667,0.0
13139,win_A,UD,-1.0,0.0,-4.0,2.0,39,33,53.84615384615385,63.63636363636363,92.3076923076923,78.78787878787878,7.6923076923076925,21.21212121212121,0.0,3.0303030303030303
13141,win_A,MD,-6.0,3.0,6.0,6.0,37,28,56.75675675675676,28.57142857142857,94.5945945945946,89.28571428571429,5.405405405405405,10.714285714285714,0.0,0.0
13142,win_B,SD,1.0,0.0,0.0,9.0,36,15,58.333333333333336,53.333333333333336,97.22222222222221,100.0,2.7777777777777777,0.0,0.0,0.0
13157,win_A,UD,4.0,0.0,-1.0,-4.0,36,21,41.66666666666667,52.38095238095239,97.22222222222221,100.0,2.7777777777777777,0.0,2.7777777777777777,0.0
13164,win_A,UD,-9.0,0.0,3.0,6.0,14,32,64.28571428571429,40.625,100.0,62.5,0.0,37.5,0.0,9.375
13187,win_A,UD,-4.0,-2.0,-4.0,-20.0,23,33,56.52173913043478,42.42424242424242,82.6086956521739,87.87878787878788,17.391304347826086,12.121212121212121,0.0,3.0303030303030303
13190,win_A,TKO,-3.0,10.0,-6.0,-18.0,20,35,50.0,34.285714285714285,80.0,100.0,20.0,0.0,0.0,2.857142857142857
13197,win_B,TKO,10.0,-29.0,4.0,13.0,49,12,63.26530612244898,58.333333333333336,83.6734693877551,100.0,16.3265306122449,0.0,0.0,0.0
13205,win_A,TKO,1.0,19.0,-1.0,8.0,4,7,25.0,28.57142857142857,100.0,100.0,0.0,0.0,0.0,0.0
13230,win_A,UD,-3.0,0.0,-2.0,-5.0,17,21,58.82352941176471,61.904761904761905,100.0,95.23809523809523,0.0,4.761904761904762,0.0,4.761904761904762
13236,win_A,UD,-11.0,4.0,8.0,17.0,11,20,63.63636363636363,20.0,100.0,55.00000000000001,0.0,45.0,0.0,15.0
13378,win_A,UD,-1.0,-4.0,0.0,2.0,5,8,40.0,12.5,100.0,37.5,0.0,62.5,0.0,25.0
13453,win_A,TKO,-1.0,1.0,10.0,5.0,21,39,71.42857142857143,33.33333333333333,100.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0
13530,win_A,UD,-2.0,-22.0,-4.0,-7.0,50,43,57.99999999999999,53.48837209302325,96.0,79.06976744186046,4.0,20.930232558139537,0.0,2.3255813953488373
13531,win_A,TKO,2.0,-13.0,-7.0,-17.0,48,46,58.333333333333336,67.3913043478261,95.83333333333334,84.78260869565217,4.166666666666666,15.217391304347828,0.0,2.1739130434782608
13532,win_A,UD,5.0,23.0,2.0,0.0,47,38,59.57446808510638,47.368421052631575,95.74468085106383,94.73684210526315,4.25531914893617,5.263157894736842,0.0,0.0
13534,win_A,TKO,6.0,-27.0,14.0,10.0,44,45,88.63636363636364,62.22222222222222,95.45454545454545,97.77777777777777,4.545454545454546,2.2222222222222223,0.0,0.0
13535,win_A,UD,-3.0,-70.0,-11.0,-12.0,44,43,63.63636363636363,67.44186046511628,97.72727272727273,81.3953488372093,2.272727272727273,18.6046511627907,0.0,2.3255813953488373
13542,win_A,TKO,6.0,-1.0,-4.0,-2.0,37,20,64.86486486486487,70.0,97.2972972972973,100.0,2.7027027027027026,0.0,0.0,0.0
13544,win_A,TKO,-2.0,-1.0,4.0,0.0,34,28,64.70588235294117,85.71428571428571,97.05882352941177,92.85714285714286,2.941176470588235,7.142857142857142,0.0,3.571428571428571
13547,win_A,MD,-2.0,-1.0,6.0,11.0,30,27,70.0,66.66666666666666,100.0,92.5925925925926,0.0,7.4074074074074066,0.0,0.0
13549,win_A,MD,-1.0,0.0,6.0,11.0,28,24,71.42857142857143,70.83333333333334,100.0,95.83333333333334,0.0,4.166666666666666,0.0,0.0
13581,win_A,UD,-1.0,-1.0,0.0,-10.0,18,11,44.44444444444444,36.36363636363637,83.33333333333334,63.63636363636363,16.666666666666664,36.36363636363637,5.555555555555555,0.0
13586,win_A,TKO,-9.0,-1.0,10.0,-3.0,13,51,38.46153846153847,43.13725490196079,84.61538461538461,50.98039215686274,15.384615384615385,49.01960784313725,7.6923076923076925,1.9607843137254901
13588,win_B,TKO,4.0,1.0,8.0,10.0,16,11,75.0,27.27272727272727,93.75,81.81818181818183,6.25,18.181818181818183,0.0,9.090909090909092
13589,win_A,UD,-10.0,3.0,-3.0,-13.0,10,11,30.0,45.45454545454545,80.0,72.72727272727273,20.0,27.27272727272727,10.0,9.090909090909092
13592,win_A,UD,-12.0,0.0,5.0,0.0,7,58,28.57142857142857,34.48275862068966,71.42857142857143,55.172413793103445,28.57142857142857,44.827586206896555,14.285714285714285,8.620689655172415
13593,draw,PTS,4.0,0.0,7.0,5.0,10,7,70.0,28.57142857142857,100.0,71.42857142857143,0.0,28.57142857142857,0.0,0.0
14013,draw,SD,-5.0,5.0,13.0,-5.0,9,11,55.55555555555556,36.36363636363637,100.0,45.45454545454545,0.0,54.54545454545454,11.11111111111111,18.181818181818183
14015,win_A,UD,-4.0,0.0,15.0,10.0,7,7,57.14285714285714,14.285714285714285,100.0,57.14285714285714,0.0,42.857142857142854,14.285714285714285,28.57142857142857
14016,draw,SD,7.0,1.0,-10.0,-21.0,7,7,57.14285714285714,42.857142857142854,100.0,100.0,0.0,0.0,0.0,0.0
14057,win_B,TKO,6.0,0.0,-1.0,11.0,24,15,87.5,26.666666666666668,91.66666666666666,80.0,8.333333333333332,20.0,4.166666666666666,6.666666666666667
14062,win_A,UD,-10.0,1.0,-6.0,6.0,19,39,100.0,33.33333333333333,100.0,51.28205128205128,0.0,48.717948717948715,5.263157894736842,5.128205128205128
14277,win_A,TKO,-3.0,1.0,6.0,18.0,11,9,63.63636363636363,33.33333333333333,100.0,88.88888888888889,0.0,11.11111111111111,0.0,0.0
