,result,decision,ageDiff,weightDiff,heightDiff,reachDiff,total_bouts_A,total_bouts_B,KoPercent_A,KoPercent_B,WinPercent_A,WinPercent_B,LossPercent_A,LossPercent_B,DrawPercent_A,DrawPercent_B
14279,win_A,KO,-1.0,0.0,-4.0,5.0,9,11,55.55555555555556,27.27272727272727,100.0,72.72727272727273,0.0,27.27272727272727,0.0,9.090909090909092
14283,win_A,UD,1.0,2.0,4.0,8.0,5,7,40.0,28.57142857142857,100.0,42.857142857142854,0.0,57.14285714285714,0.0,42.857142857142854
14284,win_A,UD,1.0,0.0,9.0,13.0,4,9,50.0,22.22222222222222,100.0,33.33333333333333,0.0,66.66666666666666,0.0,11.11111111111111
14285,win_A,UD,-10.0,0.0,1.0,8.0,3,2,66.66666666666666,0.0,100.0,0.0,0.0,100.0,0.0,0.0
14296,win_A,TKO,-4.0,0.0,5.0,7.0,12,13,83.33333333333334,53.84615384615385,100.0,92.3076923076923,0.0,7.6923076923076925,0.0,7.6923076923076925
14317,win_A,TKO,-9.0,0.0,15.0,23.0,2,2,100.0,50.0,100.0,100.0,0.0,0.0,0.0,50.0
14385,win_B,UD,1.0,-1.0,1.0,14.0,20,16,35.0,62.5,90.0,100.0,10.0,0.0,0.0,6.25
14386,win_A,UD,0.0,0.0,4.0,-5.0,32,19,71.875,36.84210526315789,100.0,94.73684210526315,0.0,5.263157894736842,0.0,0.0
14389,win_B,UD,-4.0,0.0,-3.0,-14.0,17,16,64.70588235294117,43.75,100.0,93.75,0.0,6.25,0.0,0.0
14390,win_A,UD,2.0,0.0,3.0,2.0,15,26,46.666666666666664,19.230769230769234,93.33333333333333,61.53846153846154,6.666666666666667,38.46153846153847,0.0,0.0
14392,win_A,SD,-2.0,-1.0,-6.0,-14.0,31,13,61.29032258064516,46.15384615384615,93.54838709677419,100.0,6.451612903225806,0.0,0.0,0.0
14393,win_A,MD,6.0,-1.0,1.0,7.0,12,11,50.0,27.27272727272727,100.0,90.9090909090909,0.0,9.090909090909092,0.0,18.181818181818183
14500,win_A,TKO,-2.0,-1.0,-2.0,-1.0,13,17,76.92307692307693,64.70588235294117,92.3076923076923,94.11764705882352,7.6923076923076925,5.88235294117647,7.6923076923076925,5.88235294117647
14545,win_A,UD,2.0,1.0,-3.0,3.0,23,36,86.95652173913044,83.33333333333334,95.65217391304348,94.44444444444444,4.3478260869565215,5.555555555555555,4.3478260869565215,0.0
14548,win_A,TKO,-2.0,-17.0,-5.0,-10.0,20,20,90.0,75.0,95.0,100.0,5.0,0.0,5.0,0.0
14549,win_A,KO,-7.0,-19.0,-3.0,-6.0,19,46,89.47368421052632,21.73913043478261,94.73684210526315,32.608695652173914,5.263157894736842,67.3913043478261,5.263157894736842,2.1739130434782608
14555,win_A,KO,-13.0,19.0,3.0,11.0,14,32,92.85714285714286,25.0,92.85714285714286,56.25,7.142857142857142,43.75,0.0,6.25
14556,win_A,TKO,-13.0,26.0,10.0,13.0,13,19,92.3076923076923,31.57894736842105,92.3076923076923,78.94736842105263,7.6923076923076925,21.052631578947366,0.0,5.263157894736842
14557,win_B,TKO,6.0,-25.0,8.0,8.0,12,26,100.0,34.61538461538461,100.0,42.30769230769231,0.0,57.692307692307686,0.0,0.0
14624,win_A,TKO,3.0,0.0,-5.0,-6.0,31,27,70.96774193548387,70.37037037037037,100.0,88.88888888888889,0.0,11.11111111111111,0.0,0.0
14625,win_A,UD,7.0,0.0,-3.0,-1.0,30,29,73.33333333333333,48.275862068965516,100.0,93.10344827586206,0.0,6.896551724137931,0.0,3.4482758620689653
14630,win_A,UD,-3.0,-4.0,-3.0,-3.0,25,25,72.0,20.0,100.0,72.0,0.0,28.000000000000004,0.0,4.0
14631,win_A,KO,-6.0,0.0,4.0,4.0,24,32,70.83333333333334,43.75,100.0,75.0,0.0,25.0,0.0,0.0
14632,win_A,TKO,-2.0,0.0,1.0,-1.0,23,36,69.56521739130434,50.0,100.0,75.0,0.0,25.0,0.0,2.7777777777777777
14633,win_A,TKO,-5.0,1.0,5.0,2.0,22,34,68.18181818181817,38.23529411764706,100.0,73.52941176470588,0.0,26.47058823529412,0.0,0.0
14634,win_A,KO,-6.0,1.0,-5.0,-14.0,21,58,66.66666666666666,53.44827586206896,100.0,82.75862068965517,0.0,17.24137931034483,0.0,1.7241379310344827
14636,win_A,UD,-1.0,3.0,5.0,2.0,19,19,68.42105263157895,26.31578947368421,100.0,89.47368421052632,0.0,10.526315789473683,0.0,0.0
14639,win_A,KO,-9.0,3.0,2.0,-3.0,16,30,62.5,40.0,100.0,70.0,0.0,30.0,0.0,3.3333333333333335
14643,win_A,UD,2.0,1.0,-3.0,-3.0,11,14,81.81818181818183,14.285714285714285,100.0,42.857142857142854,0.0,57.14285714285714,0.0,21.428571428571427
14644,win_A,UD,-1.0,-1.0,-3.0,-6.0,10,11,90.0,36.36363636363637,100.0,72.72727272727273,0.0,27.27272727272727,0.0,0.0
14659,win_A,KO,-9.0,1.0,3.0,3.0,18,14,55.55555555555556,35.714285714285715,100.0,85.71428571428571,0.0,14.285714285714285,0.0,14.285714285714285
14918,win_A,TKO,4.0,1.0,-7.0,-2.0,19,14,31.57894736842105,28.57142857142857,89.47368421052632,64.28571428571429,10.526315789473683,35.714285714285715,10.526315789473683,7.142857142857142
14920,win_A,UD,-3.0,2.0,0.0,0.0,17,21,35.294117647058826,4.761904761904762,94.11764705882352,33.33333333333333,5.88235294117647,66.66666666666666,11.76470588235294,4.761904761904762
14948,win_B,SD,0.0,0.0,6.0,5.0,12,9,58.333333333333336,100.0,100.0,100.0,0.0,0.0,0.0,0.0
15067,win_A,UD,-3.0,-2.0,3.0,0.0,3,6,33.33333333333333,16.666666666666664,100.0,50.0,0.0,50.0,0.0,16.666666666666664
15075,win_A,SD,9.0,0.0,-1.0,8.0,12,14,41.66666666666667,64.28571428571429,100.0,100.0,0.0,0.0,0.0,0.0
15076,win_A,UD,7.0,0.0,4.0,11.0,11,39,45.45454545454545,48.717948717948715,100.0,84.61538461538461,0.0,15.384615384615385,0.0,5.128205128205128
15131,win_A,UD,-9.0,1.0,0.0,-10.0,11,23,81.81818181818183,34.78260869565217,100.0,52.17391304347826,0.0,47.82608695652174,0.0,17.391304347826086
15140,win_A,UD,2.0,-2.0,-5.0,-10.0,2,2,50.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0
15370,win_A,UD,8.0,0.0,11.0,20.0,36,13,61.111111111111114,61.53846153846154,94.44444444444444,92.3076923076923,5.555555555555555,7.6923076923076925,8.333333333333332,7.6923076923076925
15402,win_A,UD,-9.0,0.0,0.0,5.0,17,32,70.58823529411765,40.625,100.0,71.875,0.0,28.125,0.0,0.0
15418,win_A,UD,-7.0,-1.0,-2.0,-6.0,1,2,100.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0
15535,win_A,UD,3.0,0.0,0.0,6.0,1,2,100.0,100.0,100.0,100.0,0.0,0.0,0.0,50.0
15601,win_A,KO,-4.0,0.0,9.0,5.0,7,14,85.71428571428571,28.57142857142857,100.0,78.57142857142857,0.0,21.428571428571427,0.0,0.0
15631,win_A,UD,8.0,2.0,7.0,1.0,27,35,62.96296296296296,42.857142857142854,100.0,68.57142857142857,0.0,31.428571428571427,0.0,0.0
15635,win_A,UD,-2.0,1.0,2.0,4.0,23,26,65.21739130434783,61.53846153846154,100.0,76.92307692307693,0.0,23.076923076923077,0.0,7.6923076923076925
15638,win_A,TKO,3.0,2.0,2.0,11.0,20,21,65.0,28.57142857142857,100.0,71.42857142857143,0.0,28.57142857142857,0.0,9.523809523809524
15644,win_A,TKO,-4.0,2.0,0.0,2.0,14,23,64.28571428571429,47.82608695652174,100.0,60.86956521739131,0.0,39.130434782608695,0.0,0.0
16011,win_A,MD,-1.0,0.0,2.0,10.0,17,15,70.58823529411765,40.0,100.0,86.66666666666667,0.0,13.333333333333334,0.0,0.0
16016,win_A,TKO,-16.0,0.0,0.0,8.0,12,31,75.0,29.03225806451613,100.0,58.06451612903226,0.0,41.935483870967744,0.0,9.67741935483871
16096,win_A,UD,-6.0,6.0,7.0,0.0,16,20,62.5,35.0,93.75,65.0,6.25,35.0,0.0,5.0
16098,win_B,UD,6.0,3.0,5.0,7.0,39,14,46.15384615384615,71.42857142857143,92.3076923076923,92.85714285714286,7.6923076923076925,7.142857142857142,0.0,0.0
16116,win_A,UD,2.0,0.0,1.0,2.0,55,31,52.72727272727272,80.64516129032258,87.27272727272727,93.54838709677419,12.727272727272727,6.451612903225806,0.0,3.225806451612903
16117,win_A,KO,2.0,1.0,1.0,5.0,54,37,51.85185185185185,59.45945945945946,87.03703703703704,94.5945945945946,12.962962962962962,5.405405405405405,0.0,8.108108108108109
16120,win_A,UD,4.0,0.0,6.0,10.0,51,39,52.94117647058824,46.15384615384615,86.27450980392157,84.61538461538461,13.725490196078432,15.384615384615385,0.0,2.564102564102564
16122,win_A,UD,2.0,0.0,1.0,-9.0,85,49,50.588235294117645,53.06122448979592,96.47058823529412,87.75510204081633,3.5294117647058822,12.244897959183673,1.1764705882352942,0.0
16134,win_A,UD,3.0,0.0,2.0,3.0,37,32,45.94594594594595,50.0,86.48648648648648,81.25,13.513513513513514,18.75,0.0,15.625
16137,win_A,TKO,0.0,0.0,-7.0,2.0,34,32,44.11764705882353,62.5,85.29411764705883,81.25,14.705882352941178,18.75,0.0,3.125
16143,win_A,UD,-2.0,0.0,2.0,9.0,27,39,44.44444444444444,38.46153846153847,81.48148148148148,66.66666666666666,18.51851851851852,33.33333333333333,0.0,2.564102564102564
16150,win_A,UD,0.0,0.0,8.0,12.0,20,18,45.0,55.55555555555556,75.0,83.33333333333334,25.0,16.666666666666664,0.0,5.555555555555555
16153,win_A,TKO,-11.0,0.0,-4.0,0.0,17,38,41.17647058823529,76.31578947368422,70.58823529411765,84.21052631578947,29.411764705882355,15.789473684210526,0.0,2.631578947368421
16154,win_A,MD,-2.0,0.0,-1.0,-5.0,14,16,71.42857142857143,43.75,100.0,75.0,0.0,25.0,7.142857142857142,0.0
16161,win_A,TKO,-2.0,1.0,7.0,-10.0,6,9,16.666666666666664,55.55555555555556,66.66666666666666,88.88888888888889,33.33333333333333,11.11111111111111,0.0,0.0
16165,win_A,SD,-2.0,2.0,-1.0,-5.0,6,5,66.66666666666666,40.0,100.0,100.0,0.0,0.0,16.666666666666664,0.0
16220,win_A,TKO,-3.0,1.0,-5.0,-5.0,18,36,66.66666666666666,58.333333333333336,88.88888888888889,80.55555555555556,11.11111111111111,19.444444444444446,5.555555555555555,0.0
16229,win_A,TKO,-1.0,-4.0,15.0,8.0,9,13,77.77777777777779,0.0,100.0,38.46153846153847,0.0,61.53846153846154,0.0,15.384615384615385
16339,win_A,UD,-1.0,1.0,0.0,2.0,7,11,42.857142857142854,81.81818181818183,100.0,90.9090909090909,0.0,9.090909090909092,14.285714285714285,9.090909090909092
16399,win_A,KO,1.0,-17.0,-2.0,-8.0,35,19,82.85714285714286,73.68421052631578,94.28571428571428,94.73684210526315,5.714285714285714,5.263157894736842,0.0,0.0
16468,win_A,TKO,-3.0,0.0,-4.0,8.0,36,20,66.66666666666666,70.0,94.44444444444444,95.0,5.555555555555555,5.0,0.0,0.0
16481,win_A,UD,-7.0,-3.0,0.0,-2.0,22,28,68.18181818181817,50.0,100.0,78.57142857142857,0.0,21.428571428571427,0.0,0.0
16541,win_A,TKO,-10.0,-22.0,-3.0,-6.0,33,58,48.484848484848484,27.586206896551722,81.81818181818183,50.0,18.181818181818183,50.0,3.0303030303030303,1.7241379310344827
16576,win_A,UD,-13.0,3.0,10.0,6.0,15,64,73.33333333333333,43.75,93.33333333333333,56.25,6.666666666666667,43.75,0.0,3.125
16577,win_B,UD,-2.0,0.0,5.0,1.0,14,23,78.57142857142857,78.26086956521739,100.0,95.65217391304348,0.0,4.3478260869565215,0.0,0.0
16632,win_A,TKO,-9.0,-1.0,-10.0,-25.0,12,36,75.0,19.444444444444446,100.0,27.77777777777778,0.0,72.22222222222221,0.0,2.7777777777777777
16635,win_A,KO,-7.0,-5.0,0.0,6.0,9,7,66.66666666666666,14.285714285714285,100.0,28.57142857142857,0.0,71.42857142857143,0.0,0.0
16696,win_A,UD,-3.0,1.0,3.0,-5.0,4,6,25.0,0.0,100.0,33.33333333333333,0.0,66.66666666666666,0.0,16.666666666666664
16706,win_A,UD,-2.0,2.0,0.0,22.0,13,15,76.92307692307693,46.666666666666664,100.0,100.0,0.0,0.0,0.0,0.0
16714,win_A,UD,-3.0,1.0,0.0,-6.0,5,21,100.0,14.285714285714285,100.0,14.285714285714285,0.0,85.71428571428571,0.0,9.523809523809524
16716,win_A,KO,-12.0,-4.0,0.0,9.0,3,14,100.0,7.142857142857142,100.0,35.714285714285715,0.0,64.28571428571429,0.0,0.0
16728,win_A,UD,-1.0,0.0,0.0,-5.0,31,23,58.06451612903226,52.17391304347826,90.32258064516128,82.6086956521739,9.67741935483871,17.391304347826086,0.0,4.3478260869565215
16735,win_A,SD,6.0,0.0,-5.0,4.0,28,16,57.14285714285714,56.25,96.42857142857143,87.5,3.571428571428571,12.5,0.0,6.25
16737,win_A,UD,12.0,-1.0,-2.0,-5.0,35,14,77.14285714285715,64.28571428571429,94.28571428571428,92.85714285714286,5.714285714285714,7.142857142857142,2.857142857142857,7.142857142857142
16739,win_B,UD,10.0,0.0,-2.0,1.0,39,12,66.66666666666666,66.66666666666666,89.74358974358975,91.66666666666666,10.256410256410255,8.333333333333332,2.564102564102564,8.333333333333332
16799,win_A,UD,-1.0,0.0,3.0,2.0,20,36,25.0,44.44444444444444,100.0,66.66666666666666,0.0,33.33333333333333,0.0,5.555555555555555
16810,win_A,UD,-15.0,0.0,-2.0,-3.0,9,31,44.44444444444444,12.903225806451612,100.0,61.29032258064516,0.0,38.70967741935484,0.0,0.0
16813,win_A,TKO,-4.0,0.0,-2.0,7.0,6,4,50.0,0.0,100.0,75.0,0.0,25.0,0.0,0.0
16894,win_A,UD,4.0,4.0,-4.0,-2.0,61,27,81.9672131147541,55.55555555555556,95.08196721311475,100.0,4.918032786885246,0.0,0.0,0.0
16895,win_A,TKO,-5.0,-9.0,-1.0,0.0,26,53,53.84615384615385,83.01886792452831,100.0,92.45283018867924,0.0,7.547169811320755,0.0,0.0
16896,win_A,TKO,-3.0,0.0,14.0,15.0,25,29,52.0,34.48275862068966,100.0,72.41379310344827,0.0,27.586206896551722,0.0,13.793103448275861
16899,win_A,TKO,1.0,-1.0,19.0,20.0,22,48,45.45454545454545,43.75,100.0,70.83333333333334,0.0,29.166666666666668,0.0,2.083333333333333
16962,win_A,UD,-7.0,0.0,-2.0,-9.0,21,16,47.61904761904761,43.75,95.23809523809523,93.75,4.761904761904762,6.25,9.523809523809524,0.0
16970,win_A,KO,-5.0,-1.0,-2.0,-8.0,13,8,53.84615384615385,37.5,100.0,75.0,0.0,25.0,7.6923076923076925,0.0
16971,win_A,TKO,-3.0,3.0,5.0,11.0,12,28,50.0,50.0,100.0,85.71428571428571,0.0,14.285714285714285,8.333333333333332,0.0
16972,win_A,TKO,-1.0,1.0,-5.0,2.0,11,9,45.45454545454545,22.22222222222222,100.0,66.66666666666666,0.0,33.33333333333333,9.090909090909092,11.11111111111111
16973,win_A,SD,-3.0,1.0,-7.0,-3.0,10,13,50.0,30.76923076923077,100.0,76.92307692307693,0.0,23.076923076923077,10.0,0.0
16975,win_A,TKO,-11.0,-2.0,8.0,12.0,8,19,37.5,0.0,100.0,36.84210526315789,0.0,63.1578947368421,12.5,5.263157894736842
17016,win_A,UD,-9.0,-1.0,-3.0,-7.0,23,49,78.26086956521739,38.775510204081634,100.0,67.3469387755102,0.0,32.6530612244898,0.0,12.244897959183673
17021,win_A,UD,7.0,0.0,-4.0,0.0,18,14,83.33333333333334,42.857142857142854,100.0,57.14285714285714,0.0,42.857142857142854,0.0,7.142857142857142
17026,win_A,TKO,1.0,0.0,0.0,-5.0,13,6,84.61538461538461,33.33333333333333,100.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0
17096,win_A,KO,-9.0,9.0,-7.0,-11.0,10,28,70.0,46.42857142857143,100.0,85.71428571428571,0.0,14.285714285714285,0.0,0.0
17101,win_A,UD,1.0,20.0,3.0,0.0,5,12,60.0,16.666666666666664,100.0,75.0,0.0,25.0,0.0,8.333333333333332
17392,win_A,TKO,-12.0,-4.0,0.0,13.0,13,47,76.92307692307693,23.404255319148938,100.0,59.57446808510638,0.0,40.42553191489361,0.0,2.127659574468085
17398,win_A,TKO,-8.0,-1.0,2.0,3.0,7,7,71.42857142857143,28.57142857142857,100.0,71.42857142857143,0.0,28.57142857142857,0.0,14.285714285714285
17445,win_A,KO,2.0,1.0,5.0,4.0,10,10,70.0,60.0,100.0,100.0,0.0,0.0,0.0,0.0
17459,win_A,KO,-10.0,0.0,11.0,14.0,17,38,82.35294117647058,42.10526315789473,100.0,76.31578947368422,0.0,23.684210526315788,0.0,0.0
17460,win_A,UD,-2.0,2.0,1.0,6.0,16,27,87.5,66.66666666666666,100.0,92.5925925925926,0.0,7.4074074074074066,0.0,0.0
17461,win_A,TKO,1.0,1.0,8.0,11.0,15,21,86.66666666666667,76.19047619047619,100.0,90.47619047619048,0.0,9.523809523809524,0.0,0.0
17467,win_A,TKO,-5.0,2.0,4.0,5.0,8,18,87.5,38.88888888888889,100.0,88.88888888888889,0.0,11.11111111111111,0.0,0.0
17481,win_A,KO,6.0,0.0,3.0,3.0,20,19,55.00000000000001,31.57894736842105,95.0,94.73684210526315,5.0,5.263157894736842,0.0,5.263157894736842
17553,win_A,TKO,-5.0,13.0,1.0,-13.0,41,46,73.17073170731707,45.65217391304348,78.04878048780488,56.52173913043478,21.951219512195124,43.47826086956522,0.0,6.521739130434782
17566,win_A,TKO,-8.0,13.0,13.0,0.0,27,25,81.48148148148148,36.0,85.18518518518519,44.0,14.814814814814813,56.00000000000001,0.0,4.0
17567,win_A,KO,0.0,-1.0,10.0,5.0,26,42,80.76923076923077,45.23809523809524,84.61538461538461,76.19047619047619,15.384615384615385,23.809523809523807,0.0,2.380952380952381
17568,win_A,TKO,-9.0,-12.0,5.0,-5.0,25,70,80.0,41.42857142857143,84.0,48.57142857142857,16.0,51.42857142857142,0.0,2.857142857142857
17585,win_A,TKO,-13.0,38.0,13.0,-10.0,8,48,100.0,14.583333333333334,100.0,31.25,0.0,68.75,0.0,8.333333333333332
17589,win_A,TKO,-19.0,15.0,0.0,-13.0,4,7,100.0,14.285714285714285,100.0,14.285714285714285,0.0,85.71428571428571,0.0,14.285714285714285
17620,win_A,UD,-6.0,0.0,5.0,2.0,20,16,65.0,43.75,100.0,93.75,0.0,6.25,10.0,0.0
17624,win_A,TKO,0.0,0.0,-9.0,-10.0,12,23,33.33333333333333,78.26086956521739,91.66666666666666,86.95652173913044,8.333333333333332,13.043478260869565,0.0,0.0
17746,win_A,TKO,-11.0,0.0,-3.0,-6.0,14,72,78.57142857142857,23.61111111111111,100.0,38.88888888888889,0.0,61.111111111111114,0.0,5.555555555555555
17762,win_A,UD,16.0,1.0,5.0,-7.0,8,17,25.0,58.82352941176471,87.5,88.23529411764706,12.5,11.76470588235294,0.0,0.0
17764,win_A,UD,0.0,0.0,6.0,7.0,5,28,20.0,46.42857142857143,100.0,100.0,0.0,0.0,0.0,7.142857142857142
17849,win_A,UD,-4.0,0.0,-7.0,-13.0,34,34,70.58823529411765,41.17647058823529,94.11764705882352,64.70588235294117,5.88235294117647,35.294117647058826,0.0,2.941176470588235
17852,win_A,KO,-5.0,1.0,0.0,2.0,30,19,70.0,5.263157894736842,96.66666666666667,36.84210526315789,3.3333333333333335,63.1578947368421,0.0,5.263157894736842
17868,win_A,KO,-4.0,0.0,-10.0,-21.0,14,8,78.57142857142857,50.0,92.85714285714286,62.5,7.142857142857142,37.5,0.0,0.0
17869,win_A,KO,-15.0,2.0,5.0,-3.0,13,40,76.92307692307693,2.5,92.3076923076923,22.5,7.6923076923076925,77.5,0.0,0.0
17879,win_A,KO,-2.0,-2.0,-5.0,-3.0,3,3,66.66666666666666,0.0,66.66666666666666,33.33333333333333,33.33333333333333,66.66666666666666,0.0,0.0
17913,win_A,TKO,-3.0,0.0,-5.0,-8.0,10,7,70.0,28.57142857142857,100.0,71.42857142857143,0.0,28.57142857142857,10.0,14.285714285714285
17923,win_A,TKO,-6.0,1.0,5.0,-3.0,1,2,100.0,0.0,100.0,50.0,0.0,50.0,0.0,0.0
17983,win_A,TKO,8.0,0.0,-4.0,-2.0,36,16,50.0,81.25,86.11111111111111,100.0,13.88888888888889,0.0,2.7777777777777777,0.0
17987,win_A,UD,-3.0,4.0,0.0,-3.0,12,15,91.66666666666666,33.33333333333333,100.0,80.0,0.0,20.0,0.0,0.0
18071,win_B,KO,1.0,0.0,1.0,11.0,8,6,12.5,66.66666666666666,75.0,83.33333333333334,25.0,16.666666666666664,0.0,0.0
18073,win_A,UD,-1.0,1.0,6.0,-4.0,4,8,75.0,0.0,75.0,50.0,25.0,50.0,0.0,0.0
18196,win_A,TKO,-5.0,3.0,10.0,10.0,6,30,50.0,23.333333333333332,100.0,26.666666666666668,0.0,73.33333333333333,0.0,0.0
18204,draw,SD,-10.0,-25.0,13.0,20.0,16,23,68.75,69.56521739130434,100.0,95.65217391304348,0.0,4.3478260869565215,0.0,0.0
18206,win_A,KO,7.0,-1.0,2.0,-1.0,21,20,71.42857142857143,50.0,95.23809523809523,90.0,4.761904761904762,10.0,0.0,0.0
18208,win_A,UD,4.0,-23.0,-8.0,-15.0,18,43,77.77777777777779,25.581395348837212,100.0,60.46511627906976,0.0,39.53488372093023,0.0,4.651162790697675
18209,win_A,TKO,5.0,-13.0,-3.0,-5.0,17,34,76.47058823529412,29.411764705882355,100.0,61.76470588235294,0.0,38.23529411764706,0.0,11.76470588235294
18210,win_A,KO,10.0,30.0,-8.0,0.0,16,38,75.0,28.947368421052634,100.0,60.526315789473685,0.0,39.473684210526315,0.0,2.631578947368421
18211,win_A,TKO,3.0,15.0,0.0,-13.0,15,44,73.33333333333333,63.63636363636363,100.0,72.72727272727273,0.0,27.27272727272727,0.0,2.272727272727273
18212,win_A,UD,3.0,-4.0,-6.0,-10.0,14,40,78.57142857142857,55.00000000000001,100.0,82.5,0.0,17.5,0.0,2.5
18214,win_A,TKO,2.0,-9.0,-3.0,0.0,12,30,75.0,40.0,100.0,70.0,0.0,30.0,0.0,6.666666666666667
18215,win_A,KO,6.0,-12.0,-8.0,-20.0,11,17,72.72727272727273,29.411764705882355,100.0,64.70588235294117,0.0,35.294117647058826,0.0,0.0
18317,win_A,TKO,9.0,0.0,4.0,4.0,21,15,57.14285714285714,40.0,95.23809523809523,100.0,4.761904761904762,0.0,0.0,0.0
18453,win_A,TKO,-3.0,0.0,2.0,-5.0,37,21,48.64864864864865,19.047619047619047,83.78378378378379,90.47619047619048,16.216216216216218,9.523809523809524,0.0,4.761904761904762
18455,win_A,TKO,1.0,-2.0,-7.0,0.0,36,35,83.33333333333334,51.42857142857142,91.66666666666666,85.71428571428571,8.333333333333332,14.285714285714285,0.0,0.0
18464,win_B,MD,-6.0,0.0,2.0,1.0,24,26,54.166666666666664,57.692307692307686,91.66666666666666,88.46153846153845,8.333333333333332,11.538461538461538,0.0,0.0
18471,win_A,SD,-1.0,0.0,-7.0,10.0,13,17,23.076923076923077,52.94117647058824,92.3076923076923,94.11764705882352,7.6923076923076925,5.88235294117647,7.6923076923076925,0.0
18475,win_A,UD,-4.0,-2.0,-3.0,-8.0,13,18,61.53846153846154,22.22222222222222,92.3076923076923,88.88888888888889,7.6923076923076925,11.11111111111111,0.0,5.555555555555555
18482,win_A,UD,-4.0,0.0,4.0,7.0,6,7,66.66666666666666,71.42857142857143,83.33333333333334,85.71428571428571,16.666666666666664,14.285714285714285,0.0,14.285714285714285
18492,win_A,UD,0.0,1.0,-4.0,-7.0,32,42,68.75,59.523809523809526,87.5,80.95238095238095,12.5,19.047619047619047,0.0,2.380952380952381
18494,win_B,UD,-1.0,0.0,-2.0,-9.0,28,19,78.57142857142857,73.68421052631578,96.42857142857143,100.0,3.571428571428571,0.0,0.0,0.0
18524,win_A,TKO,-6.0,0.0,-5.0,-5.0,35,47,65.71428571428571,27.659574468085108,85.71428571428571,72.3404255319149,14.285714285714285,27.659574468085108,5.714285714285714,4.25531914893617
18528,win_A,KO,-9.0,0.0,-5.0,-10.0,29,33,72.41379310344827,57.57575757575758,93.10344827586206,87.87878787878788,6.896551724137931,12.121212121212121,3.4482758620689653,3.0303030303030303
18529,win_A,UD,-15.0,1.0,5.0,0.0,28,38,75.0,65.78947368421053,92.85714285714286,86.8421052631579,7.142857142857142,13.157894736842104,3.571428571428571,2.631578947368421
18533,win_A,TKO,-7.0,0.0,-3.0,0.0,24,23,75.0,43.47826086956522,95.83333333333334,91.30434782608695,4.166666666666666,8.695652173913043,4.166666666666666,8.695652173913043
18534,win_A,TKO,-10.0,0.0,-5.0,-13.0,23,24,73.91304347826086,54.166666666666664,95.65217391304348,91.66666666666666,4.3478260869565215,8.333333333333332,4.3478260869565215,0.0
18536,win_A,KO,-13.0,2.0,0.0,-10.0,21,43,71.42857142857143,58.139534883720934,95.23809523809523,72.09302325581395,4.761904761904762,27.906976744186046,4.761904761904762,0.0
18538,win_A,TKO,-13.0,0.0,4.0,5.0,19,31,68.42105263157895,45.16129032258064,94.73684210526315,77.41935483870968,5.263157894736842,22.58064516129032,5.263157894736842,0.0
18539,win_A,KO,-11.0,0.0,-3.0,-18.0,18,14,66.66666666666666,35.714285714285715,94.44444444444444,64.28571428571429,5.555555555555555,35.714285714285715,5.555555555555555,7.142857142857142
18546,win_A,KO,-1.0,0.0,2.0,0.0,12,11,58.333333333333336,63.63636363636363,91.66666666666666,100.0,8.333333333333332,0.0,0.0,0.0
18553,win_A,TKO,-1.0,-1.0,0.0,-12.0,5,4,60.0,25.0,100.0,25.0,0.0,75.0,0.0,0.0
18669,win_A,UD,-1.0,0.0,2.0,0.0,12,23,50.0,0.0,91.66666666666666,26.08695652173913,8.333333333333332,73.91304347826086,8.333333333333332,0.0
18673,draw,SD,0.0,-2.0,3.0,-5.0,21,9,47.61904761904761,66.66666666666666,85.71428571428571,88.88888888888889,14.285714285714285,11.11111111111111,0.0,0.0
18907,win_A,TKO,-9.0,1.0,5.0,5.0,21,20,90.47619047619048,60.0,100.0,85.0,0.0,15.0,0.0,5.0
18931,win_A,UD,-3.0,1.0,4.0,3.0,16,21,25.0,42.857142857142854,81.25,76.19047619047619,18.75,23.809523809523807,0.0,4.761904761904762
18936,win_A,UD,-1.0,0.0,2.0,2.0,18,10,44.44444444444444,30.0,88.88888888888889,90.0,11.11111111111111,10.0,22.22222222222222,0.0
19066,win_A,UD,-8.0,2.0,15.0,19.0,16,25,68.75,36.0,100.0,64.0,0.0,36.0,0.0,4.0
19115,win_A,TKO,3.0,12.0,15.0,23.0,29,40,79.3103448275862,35.0,86.20689655172413,60.0,13.793103448275861,40.0,0.0,7.5
19117,win_A,TKO,3.0,17.0,9.0,9.0,26,25,80.76923076923077,64.0,88.46153846153845,72.0,11.538461538461538,28.000000000000004,0.0,8.0
19130,win_A,TKO,-10.0,0.0,5.0,12.0,10,28,80.0,35.714285714285715,90.0,60.71428571428571,10.0,39.285714285714285,0.0,3.571428571428571
